1
389.1396,473.6021,60.1165,63.7519
395.4382,467.3303,61.7548,64.6376
400.7401,461.9692,63.2592,64.6914
405.5835,455.9639,65.0851,66.0087
399.1986,457.4526,66.6817,66.3160
388.3334,460.0616,68.2215,66.8262
378.5655,465.9130,68.7215,66.4716
368.0279,471.5245,69.0745,64.1892
363.9174,484.0798,68.7698,61.4737
370.8577,489.2960,68.7454,61.2600
372.9268,494.6132,68.7450,61.2598
413.5139,490.7371,66.7930,59.0515
444.9705,484.5918,67.2557,58.3752
519.1792,469.0178,68.7511,57.0987
593.2872,450.9104,70.8727,55.1961
656.8681,437.4573,73.3909,53.1755
721.8152,427.9323,75.4485,51.3231
791.6649,408.1519,75.6671,50.1361
855.5150,394.6165,77.3958,48.5475
911.8373,377.7211,78.1377,47.9531
975.8394,371.4823,77.8792,48.5810
1034.1149,362.6480,77.5067,49.1671
1090.3783,356.1890,78.4395,47.7420
1139.8966,348.8350,78.3812,46.8507
1196.2426,340.1859,78.8088,46.4352
1243.9608,331.1348,79.9470,45.1489
1294.7543,321.2089,81.0237,43.7976
1342.8226,312.0513,81.2616,43.7707
1388.4286,304.5599,80.5827,42.7285
1421.8915,295.6109,80.6750,42.3662
1460.4596,288.4068,81.1104,41.1843
1492.8959,283.3177,79.7466,42.5018
1492.1729,284.9008,79.0818,41.8249
1494.5914,289.5125,79.5920,40.6418
1510.4622,289.7550,78.6406,40.5279
1518.6613,296.7086,77.8359,39.7951
1541.4912,301.9561,77.3411,39.7235
1563.7886,310.7853,75.4179,41.0082
1571.1200,321.6269,72.9853,43.7222
1582.7406,325.3209,70.6901,46.8966
1591.8723,320.9879,68.9055,50.3911
1597.4957,314.0763,67.5436,53.5320
1600.5972,305.3781,65.6912,56.0854
1598.9774,298.6746,64.9117,56.7708
1599.9248,290.4431,64.9207,56.6397
1599.1296,285.8893,64.4141,55.6648
1599.5708,281.0855,63.8806,53.9336
1597.8297,274.5389,63.3591,52.5770
1597.2356,269.9826,64.1625,49.3774
1594.0123,262.8244,66.0737,46.2991
1588.7614,256.4436,66.8464,43.4644
1587.1375,248.6545,65.7721,42.2659
1588.9084,244.8715,64.7963,41.6436
1589.0101,235.7187,64.8256,41.5731
1588.8516,226.4854,64.5050,42.6122
1581.9707,223.8897,63.6263,44.1875
1579.5009,218.9915,63.7496,46.0610
1571.7596,214.8160,63.0456,47.6492
1567.2399,213.0282,62.8020,47.7997
1564.6072,209.8038,62.2670,47.6381
1563.0284,203.3950,62.0966,47.5255
1559.5061,198.5232,62.2307,47.5449
1556.4818,195.2802,61.6508,46.1915
1552.1920,197.9767,60.9792,46.1494
1547.8702,196.4109,60.7620,45.1432
1540.7335,199.9529,59.9175,44.1817
1530.9548,205.0257,59.5039,44.5044
1517.8895,207.1747,60.4354,44.4554
1499.7316,205.9214,60.6708,45.1440
1467.3201,205.7046,59.2153,47.6204
1467.5035,206.9256,59.2152,47.6204
2
0
0
0
0
1
1040.7013,291.4740,78.9495,53.6778
988.8452,304.0776,78.4230,54.2382
942.8133,315.5367,78.1964,54.7369
893.2640,330.9055,78.7475,57.0662
849.0607,344.3034,78.8794,57.6239
802.3397,362.0455,79.7009,58.0721
757.2995,378.3523,79.1687,58.4758
706.0643,396.3585,79.4609,58.5752
662.4527,415.3516,80.3728,59.1924
619.9533,433.3052,79.8075,60.1505
575.1394,453.3399,81.8803,59.9365
529.8627,471.2842,83.0248,60.8215
480.3132,494.4633,85.0498,61.6573
440.5337,515.7406,84.2891,63.3785
429.5388,513.2256,86.1540,61.5720
414.9577,513.6660,84.4064,62.5645
411.7573,520.3742,80.9171,65.0916
410.7294,528.9841,78.3258,66.0213
409.7912,541.1053,77.0133,68.1270
410.9549,554.5345,73.1593,70.3798
410.4219,559.6301,69.9319,72.6189
408.4243,560.2440,66.4449,74.9656
406.3758,560.4976,62.8599,77.1077
401.3515,559.1446,61.4597,77.8646
388.8462,556.8798,60.4109,78.0226
392.8909,554.0451,58.3740,78.7657
392.3840,547.8917,58.5829,79.9535
403.0466,541.5088,59.2681,80.1089
410.6243,538.2669,61.5651,78.5419
417.6730,533.8084,64.3597,76.4910
421.4753,532.4931,66.5893,73.4595
425.9796,531.5888,67.7520,71.8484
422.8627,530.7949,68.2972,70.9146
419.9402,532.1192,69.5531,69.4942
419.5553,533.5450,70.5203,68.1255
420.5736,534.2890,71.0882,66.7153
415.4454,533.3088,71.7647,65.5642
408.0118,529.1048,72.5390,64.7151
411.4521,528.1874,73.0094,64.0679
413.7024,526.7391,72.9024,64.3828
411.8671,525.3077,71.9202,65.0669
414.4599,523.1412,71.9153,64.9754
413.1317,521.1780,71.9116,64.9721
407.4516,520.4581,71.8768,64.9608
404.3424,515.6888,71.5100,65.0872
408.1608,510.3490,70.7950,65.3135
410.9224,509.1027,69.1605,66.6718
418.1345,506.8866,66.9404,67.1567
430.7912,504.4487,66.1510,67.4417
434.3582,498.1922,66.2719,66.9715
447.1744,491.4496,66.0079,66.1352
473.2621,478.2342,65.8658,65.0011
492.6753,456.3853,67.0596,62.2734
2
0
0
0
0
1
1007.5717,372.8007,85.0650,42.3349
1075.3307,362.0306,84.1618,41.7656
1142.6376,354.7987,84.0945,41.5896
1209.4518,347.1756,84.3120,40.7314
1269.8552,340.9821,83.5889,39.8763
1334.3494,329.9694,82.4177,39.0628
1390.9591,316.7288,81.7032,37.8992
1447.5061,309.4446,82.5212,37.2653
1492.3916,301.3751,82.3699,36.5739
1560.6642,290.3958,79.7179,35.9385
1587.6223,287.7554,77.9643,35.1760
1597.5939,286.8781,76.5006,36.8808
1597.7876,279.4905,74.1633,38.4828
1601.0325,276.3020,74.9370,38.0849
1601.2446,268.3628,75.5055,37.5764
1604.9913,260.1642,76.3235,36.7936
1597.1198,264.8738,76.7188,36.3181
1592.3660,267.6717,76.6720,35.2185
1585.7220,270.2539,76.9267,34.7572
1581.0112,268.1319,76.9540,34.7325
1577.2018,264.6215,76.9691,34.6889
1578.8899,260.9506,76.9877,34.6385
1576.5746,257.5484,77.0291,34.6206
1570.3652,257.4400,77.0504,34.6185
1568.9852,256.1497,77.0669,34.6272
1568.3517,254.9312,77.0717,34.6309
1570.2191,255.0785,77.0732,34.6407
1551.5793,251.6752,76.3896,35.2243
1548.7360,246.6362,74.0892,35.6627
1545.4775,237.9577,72.3453,36.4370
1544.3812,231.4941,70.0682,38.2812
1547.5117,225.4801,68.2653,40.2918
1546.8823,226.8462,67.1460,41.8001
1545.9010,225.7889,65.6590,43.2511
1543.6617,229.1296,64.6814,43.3257
1534.2445,235.9072,64.6936,41.8167
1527.3889,242.7537,62.7946,39.5934
1516.5944,250.4741,62.2140,38.4806
1507.0404,256.4117,62.0966,36.6309
1496.9456,266.7391,62.3821,36.6203
1472.8076,275.5818,63.6661,37.5932
1436.8715,284.5073,62.9064,38.4801
1378.2964,298.6381,62.8227,39.4491
1323.9802,309.1547,63.7651,40.4196
1274.7588,319.4984,64.8485,41.6658
1224.0753,329.2801,65.7239,42.8604
1173.3934,336.9751,66.7826,44.5285
1128.6680,346.2707,68.4740,44.7287
1083.7769,355.7538,68.5779,45.0363
1036.9729,369.3354,70.1160,44.9718
989.6157,376.4936,71.3982,45.5555
936.5223,385.9489,72.7826,46.4484
896.8396,395.8098,74.2614,47.2389
854.2943,404.1245,75.7428,46.1537
813.9410,415.9867,76.0416,46.3432
771.2975,424.9324,76.7301,46.5965
722.4053,433.9522,77.2908,46.3209
679.4600,444.2287,78.6855,47.0059
645.0386,451.3913,80.2702,46.6088
609.3065,459.4272,79.8955,46.0919
565.7862,468.7116,80.8959,46.4956
532.3950,475.2409,81.5788,45.7422
488.4660,485.2576,82.8737,45.3222
458.6859,493.4261,83.7821,45.0500
421.2337,498.9713,84.8464,44.8029
390.7926,501.9342,85.7649,43.7116
360.6587,503.7215,86.2671,43.9607
331.2152,506.0167,86.9750,43.3055
310.6346,503.0763,85.7180,44.0408
309.3329,503.0502,84.0197,45.1994
304.5219,498.5460,81.7180,46.0782
296.9586,495.2988,80.4344,46.2427
288.1407,497.8316,78.9556,46.1943
281.2774,497.0624,77.9520,46.8452
276.1403,497.6409,76.8604,47.0345
277.7048,504.5521,73.4922,48.6366
278.2469,513.3880,73.4439,48.6920
279.3633,521.2860,73.3666,48.7761
280.8873,525.2990,73.2815,48.8524
281.4998,531.5515,70.3834,51.8630
285.6103,530.9200,67.5835,54.7833
292.0100,537.5695,66.0314,56.8392
291.4888,555.4764,64.9236,58.2670
294.2376,562.4105,65.1977,55.1146
302.4200,574.1434,65.6174,52.9377
321.4035,596.7759,64.5182,54.2457
335.6221,592.7729,63.8134,54.7139
356.3276,579.9042,63.5665,53.9705
368.4317,566.5331,65.2122,52.1243
416.4781,551.5491,67.3869,50.6200
2
0
0
0
0
1
918.7428,500.8550,90.5354,45.0901
