1
208.4301,140.4404,90.4004,53.2765
203.7544,140.9865,90.7499,53.6532
207.0926,141.5057,92.0782,53.8203
201.5464,141.8249,91.7130,53.7656
203.8332,144.5723,92.8812,54.4036
197.5547,143.1846,92.3357,53.9214
199.8554,145.6228,93.1552,54.6142
193.3786,145.2558,93.2881,54.4210
194.6118,146.2279,93.6132,55.1658
196.4570,146.1144,94.5266,55.0621
189.8589,147.2049,95.0292,55.0816
183.6004,144.5990,94.6935,55.1778
186.4886,147.5668,95.3208,55.2558
180.3019,148.4961,95.1970,55.4673
183.2762,148.9372,95.6302,55.1172
183.0578,151.2446,96.9929,55.5943
176.2587,148.8343,97.0519,55.4544
178.2722,153.3722,97.1510,55.9335
180.0675,153.6842,98.3967,55.9451
178.9575,154.6317,99.2276,56.8106
179.1435,157.7463,99.9706,57.4709
172.4237,159.5790,99.5497,57.2363
174.9734,160.1785,100.0300,57.2739
172.5193,160.7753,100.8241,57.6552
172.5076,161.2395,101.6581,57.6767
171.6886,160.8331,102.4918,57.8366
169.5416,160.6138,103.2513,58.0282
167.0681,161.6456,103.5569,58.1033
165.1421,162.8470,103.5274,58.1672
163.5978,164.0705,103.3838,58.1689
160.6208,164.7247,103.3839,58.2910
158.1258,164.7547,103.6712,58.4212
155.9096,166.6170,103.3640,58.3814
154.9097,166.4698,103.7198,58.2135
155.5278,167.1718,103.6457,58.3101
154.3410,167.5350,103.4310,58.2895
154.3180,170.1846,103.5516,58.4031
154.8117,170.7366,103.8433,58.3985
153.6958,169.3280,103.9066,58.3780
154.6041,167.8173,104.0716,58.4111
152.4835,167.1148,104.1707,58.4668
154.6308,165.9817,104.4231,58.6420
151.9245,165.1315,104.1567,58.8336
152.1803,164.3204,103.5256,59.0042
149.5509,163.9116,103.2519,59.2180
150.2207,163.7478,103.2156,58.9931
154.4882,165.0932,102.9547,59.2366
155.2332,164.2716,102.0636,58.9348
153.6671,164.5047,101.6480,58.6384
158.2849,162.8597,100.9301,58.4459
156.1570,165.0167,100.6004,58.8384
155.6795,165.6236,99.6851,59.6563
154.4100,166.4177,98.5586,60.1760
156.6647,165.3513,97.9928,60.5493
156.1909,166.2045,97.3857,60.9243
158.1208,165.9217,96.7009,60.6427
154.5331,165.9722,95.7990,60.6735
157.4197,164.5281,95.5090,61.0226
157.0773,164.9504,95.6119,61.1736
158.6140,164.3087,95.4326,61.3129
160.5983,164.5210,95.3377,61.2522
159.9368,166.1620,95.5087,61.1767
159.9204,165.3637,95.3223,61.3371
161.6857,166.6040,94.6077,60.8179
161.5401,165.7519,94.0132,60.6159
159.6058,166.1380,93.3047,60.6031
161.1308,166.1886,92.9800,60.4856
159.3219,165.1899,92.5509,60.5756
159.0272,166.5935,92.2996,60.4955
157.8524,164.3559,92.0841,60.4312
155.8493,164.7560,91.2689,60.2531
156.5947,164.9609,90.1591,59.5161
155.3132,164.4057,89.4335,59.0193
152.7024,163.7995,89.1729,58.8721
153.5407,164.1168,88.7287,58.5407
152.8291,164.7028,88.1130,58.3838
150.7735,164.4886,87.3354,58.6686
147.6593,164.4956,86.6151,58.8130
148.6493,163.4554,85.0616,58.2135
145.0202,162.3216,83.9686,58.5197
144.8104,161.5833,82.5097,58.7386
143.3788,161.6754,80.8090,58.5965
141.5325,161.4496,79.0830,58.2896
140.9755,161.4198,77.4920,58.0657
140.4839,163.1292,76.3487,57.6687
140.7583,161.7708,75.6573,57.7266
135.1913,160.9089,75.5959,57.5664
139.6164,162.4167,74.2702,57.3468
139.6041,162.3077,73.1182,57.8467
135.0643,162.0233,73.3070,57.9274
137.8554,163.2823,72.7376,58.4042
134.0384,162.3180,72.5669,58.3847
136.4187,161.8859,72.3757,58.4849
135.0171,162.0461,71.3967,59.0386
136.6131,162.7867,70.2526,59.5831
137.6473,162.2770,68.9678,59.8983
138.2029,161.9603,67.3294,60.3717
140.3957,161.0175,65.9315,60.9658
141.8328,161.1167,64.4656,61.4537
134.8445,159.7650,63.8470,61.6947
136.3612,161.4951,63.6490,61.2588
144.5883,161.0718,62.1958,61.7511
140.7153,157.2289,61.8525,62.0755
145.6511,159.5299,60.9350,61.9610
143.6542,157.3738,60.3271,62.8991
147.9868,157.9652,59.3742,63.4306
146.6540,156.0069,58.3421,63.8415
150.7787,156.2842,57.1595,64.3410
159.2253,157.7100,55.6230,65.0752
149.7330,155.5307,54.1897,65.7334
153.3710,156.1632,52.6045,66.5650
151.9388,157.9297,51.0803,67.2720
148.6465,157.6343,50.5627,67.0503
152.4271,153.9106,48.9784,68.1236
153.4731,154.9921,47.4603,68.7375
150.2810,153.8354,46.8902,68.8521
157.8454,154.3869,46.5213,69.0499
158.4327,154.8090,46.2537,69.3686
158.9288,154.6766,45.9070,69.3868
159.7986,153.6759,45.6176,69.2105
160.7714,152.2941,45.1139,69.2822
161.9392,156.4386,45.0581,69.1394
162.8074,153.7659,44.9768,69.0606
161.3870,155.9153,45.2174,69.8251
157.1607,154.9879,45.1273,69.7097
154.8075,156.3424,44.7195,69.4784
160.9493,152.4053,44.7570,68.9073
159.8661,152.8295,44.0407,68.9371
159.5360,154.9735,43.9068,68.7352
161.5991,157.2780,43.4893,69.3343
161.4143,155.0028,42.9334,70.2188
162.6718,155.9223,42.9496,69.8803
163.6311,155.7221,42.4722,69.2817
164.3953,156.3945,42.2448,69.8181
165.1086,158.1013,42.1011,70.1737
165.3760,154.3565,42.2658,70.4272
165.5936,154.8147,42.0966,69.9499
167.5865,156.1730,41.4180,69.1999
170.3468,156.5708,41.1513,67.9746
172.0862,157.9200,40.5659,67.3752
172.9922,158.8549,40.5063,67.2383
175.1246,159.9911,40.4183,66.9388
176.7095,158.8290,40.5528,66.5869
179.2687,160.2590,40.7590,65.8306
177.9565,161.0900,41.6750,64.9296
180.0211,162.1234,42.2085,64.4241
180.2416,163.3064,43.1207,63.9321
182.0320,160.1059,44.2698,63.6129
178.5950,161.5700,45.6048,63.2643
180.8234,160.4918,46.8209,62.2802
181.8194,161.2358,48.0301,61.5292
181.9132,162.3317,49.4407,61.1530
180.0817,165.8549,51.1744,60.6597
178.2326,164.8875,53.0203,60.0112
176.2776,166.1471,54.7174,59.1900
174.2066,166.1475,56.6109,58.4546
173.7793,166.1836,58.4058,57.4173
172.8117,165.8806,60.4428,56.2843
171.7475,165.6959,62.2737,55.4147
172.9372,166.6236,63.7569,54.6420
170.4559,170.1441,65.8937,53.6979
167.9324,168.4995,67.8395,52.8924
172.4130,171.4174,69.2256,52.1302
171.3870,169.9593,70.6223,51.1056
